open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1719792000000,62766.1,63849.0,62502.2,62883.6,193937.938,1719878399999,12249759638.5501,2206156,98856.63,6244453473.6698,0
1719878400000,62883.7,63284.0,61800.0,62123.6,163101.243,1719964799999,10187608652.3055,1764087,81181.232,5071446586.9162,0
1719964800000,62123.5,62278.2,59299.3,60208.0,295303.265,1720051199999,17865344372.0136,2907975,141296.721,8547986226.4293,0
1720051200000,60208.0,60500.0,56560.0,57045.9,445656.277,1720137599999,25874210041.42714,4614925,212409.431,12331244212.69204,0
1720137600000,57045.9,57533.4,53329.5,56604.9,577193.595,1720223999999,32076653813.40088,6185480,281356.153,15637636536.36047,0
1720224000000,56604.9,58472.0,56000.0,58216.0,178580.022,1720310399999,10197761341.39678,2224590,93488.592,5341818153.85595,0
1720310400000,58216.0,58443.0,55688.0,55830.9,210361.981,1720396799999,12037823231.0966,2536176,101582.63,5814850041.48498,0
1720396800000,55831.0,58200.0,54243.1,56686.4,464106.957,1720483199999,26076935449.40952,5117256,234598.041,13184299460.76696,0
1720483200000,56686.4,58290.6,56256.2,58023.2,257237.048,1720569599999,14760474094.36112,3222670,130489.72,7489623352.56281,0
1720569600000,58023.1,59449.6,57125.0,57707.0,254248.937,1720655999999,14799666738.9434,3097510,126404.528,7359910233.2676,0
1720656000000,57707.0,59780.0,57030.0,57315.5,293106.959,1720742399999,17033276319.7474,3492811,145317.613,8448406468.75169,0
1720742400000,57315.7,58500.0,56500.1,57870.0,238100.616,1720828799999,13680239863.68945,2923358,118452.911,6807133430.50846,0
1720828800000,57870.0,59850.0,57728.6,59174.0,157884.322,1720915199999,9257369124.831,1956364,82455.792,4835688632.6682,0
1720915200000,59173.9,61412.4,59164.0,60766.0,208060.883,1721001599999,12501022268.2122,2645790,107363.688,6452845513.0856,0
1721001600000,60766.0,64870.7,60622.6,64680.6,352222.181,1721087999999,22163838850.2314,4084789,184882.612,11637580341.9153,0
1721088000000,64680.6,65388.0,62350.0,65010.0,375258.616,1721174399999,24015350736.2496,4373415,187258.135,11985560682.21,0
1721174400000,65010.0,66100.0,63823.0,64055.7,276656.393,1721260799999,17971882430.538,3334173,137074.592,8906936429.5618,0
1721260800000,64055.8,65173.8,63206.4,63959.9,215648.157,1721347199999,13840486905.3186,2570156,106962.381,6865627708.228,0
1721347200000,63960.0,67362.8,63266.2,66627.9,311859.805,1721433599999,20380653025.9215,3482778,159849.531,10449365090.7367,0
1721433600000,66627.9,67648.7,66159.1,67095.6,123564.406,1721519999999,8257377670.6534,1624502,62262.551,4161422016.7807,0
1721520000000,67095.6,68351.2,65750.0,68138.0,207228.372,1721606399999,13911463550.0015,2650858,105229.857,7066626519.7733,0
1721606400000,68138.0,68459.7,66538.6,67499.2,192991.391,1721692799999,13023877366.2714,2661310,94973.396,6409941420.0214,0
1721692800000,67499.2,67729.3,65416.5,65916.4,270430.68,1721779199999,17980471984.6793,3400476,133378.428,8866908197.6879,0
1721779200000,65916.3,67087.3,65040.5,65350.8,215079.421,1721865599999,14220076011.1729,2666558,106626.464,7051477551.4186,0
1721865600000,65350.7,66144.0,63456.7,65773.0,319685.441,1721951999999,20623007320.1934,3687826,156338.33,10090063910.1345,0
1721952000000,65773.0,68200.0,65688.2,67882.5,235384.526,1722038399999,15831346144.9649,2790292,118481.678,7969418209.2486,0
1722038400000,67882.5,69381.7,66624.5,67873.8,330982.647,1722124799999,22565690615.4286,3655226,167353.059,11413063208.5847,0
1722124800000,67873.7,68300.0,67037.0,68215.5,116913.935,1722211199999,7921123857.983,1542508,57897.212,3922606833.0004,0
1722211200000,68215.5,70081.0,66365.8,66750.0,372537.818,1722297599999,25468669202.3054,4092661,183072.335,12524894290.3187,0
1722297600000,66750.1,66966.6,65254.5,66159.3,246551.044,1722383999999,16326143659.4329,2850476,119602.533,7921508169.9156,0
1722384000000,66159.3,66826.3,64500.4,64601.8,246389.446,1722470399999,16232585005.416,2854932,120770.267,7958375610.4137,0
