open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1.71452E+12,60651.2,60816.7,60060.6,60217.2,10900.384,1.71453E+12,658389649.5,188405,5144.88,310746587.7,0
1.71453E+12,60217.3,60389,59833,60110.6,11290.556,1.71453E+12,678674707.3,188729,5537.008,332845867.5,0
1.71453E+12,60110.6,60159.2,59555,59902.4,13309.707,1.71453E+12,795510076.8,192611,6486.64,387720226.2,0
1.71453E+12,59902.3,60294.8,59873,60214,6341.794,1.71454E+12,381034849.7,102841,3384.619,203365851.5,0
1.71454E+12,60214,60331.8,60156.2,60262.6,4701.579,1.71454E+12,283261273.2,74167,2326.058,140147176.8,0
1.71454E+12,60262.6,60317.1,59923.4,60030.1,7410.252,1.71454E+12,445225930.8,108058,3343.902,200926558.2,0
1.71454E+12,60030.1,60093.8,59455.6,59504,10437.072,1.71455E+12,623576771,158477,4608.191,275380472.3,0
1.71455E+12,59504,59553.8,57030,57482,89034.023,1.71455E+12,5171198473,1054612,39494.768,2292926151,0
1.71455E+12,57482,57573.4,56537.7,57153.1,52439.249,1.71455E+12,2989604683,656578,24688.205,1407841792,0
1.71455E+12,57153,57640,57016.8,57090,20996.732,1.71456E+12,1203278810,284913,10707.431,613679771.2,0
1.71456E+12,57090,57753.6,56855,57742.7,19944.004,1.71456E+12,1142762858,269854,10471.88,600096560.9,0
1.71456E+12,57742.7,57881,57433,57862.1,11939.642,1.71456E+12,688496907.1,171750,5534.969,319204155.1,0
1.71456E+12,57862.2,58257.8,57693.8,57946.3,20476.181,1.71457E+12,1187948235,265654,10185.833,590994691.3,0
1.71457E+12,57946.3,57975,57142.6,57283.4,24236.777,1.71457E+12,1394832985,300353,11448.78,658881886.2,0
1.71457E+12,57283.5,57575,57035.4,57461.5,18235.903,1.71458E+12,1045592617,258155,9494.551,544475069,0
1.71458E+12,57461.5,57496.8,56651.2,56865.2,23722.161,1.71458E+12,1351372231,304217,11422.24,650681158.3,0
1.71458E+12,56865.3,57434.7,56729.9,57021.7,17948.888,1.71458E+12,1024610491,246973,9060.068,517215140.2,0
1.71458E+12,57021.7,57760,56600,57398.6,19540.45,1.71459E+12,1117335985,255411,10189.126,582838377,0
1.71459E+12,57398.5,59438.2,57256.7,58884.4,68962.061,1.71459E+12,4024720328,800400,35288.866,2059995057,0
1.71459E+12,58884.4,59232.8,56860,56935.7,56904.011,1.71459E+12,3292546804,672067,26198.473,1515841013,0
1.71459E+12,56935.7,57518,56729,57334.2,18836.915,1.7146E+12,1076818660,263409,9846.055,562923761.1,0
1.7146E+12,57334.1,58147.1,57231.1,57888,13757.34,1.7146E+12,794714044.4,181339,7587.927,438271681.1,0
1.7146E+12,57888,58188.6,57824.5,57857.9,8709.594,1.7146E+12,505117795.9,122479,4141.004,240207290.8,0
1.7146E+12,57858,58550.8,57800,58307.6,14033.125,1.71461E+12,817299483.4,157165,7805.116,454694521.2,0
1.71461E+12,58307.7,58571.1,57616,57736.5,14483.719,1.71461E+12,841348686.6,197074,6607.975,383963912.2,0
1.71461E+12,57736.4,57873.3,56951.6,57096.6,17976.843,1.71462E+12,1030200396,234732,8087.005,463420296.7,0
1.71462E+12,57096.5,57627.2,57087.9,57439.1,10036.336,1.71462E+12,575575293.1,137162,5536.53,317601126.5,0
1.71462E+12,57439.1,57661.5,57344.9,57407.6,6145.515,1.71462E+12,353391623.6,92371,2975.724,171132501,0
1.71462E+12,57407.7,57619,57274,57373,4694.508,1.71463E+12,269666932.8,78553,2109.159,121169971,0
1.71463E+12,57372.9,57514,57175.4,57463.2,6164.966,1.71463E+12,353646319,97879,3340.785,191670837.6,0
1.71463E+12,57463.1,57710.4,57379.6,57600.7,6342.244,1.71463E+12,365120160.8,103276,3451.388,198713312.4,0
1.71463E+12,57600.8,57933.1,57592.5,57645,7441.477,1.71464E+12,429641487.7,113492,3924.588,226616474.7,0
1.71464E+12,57645,57949.5,57572.9,57804.6,8250.524,1.71464E+12,476980460.3,124762,4333.47,250534087.7,0
1.71464E+12,57804.6,57867.5,57615,57775.7,5708.662,1.71464E+12,329571286.7,91052,2823.638,163028678,0
1.71464E+12,57775.8,57890.3,57542.4,57775.5,7421.889,1.71465E+12,428378623.8,105351,3558.45,205436152.6,0
1.71465E+12,57775.6,58696.6,57759,58538.4,32954.341,1.71465E+12,1921037318,346881,17837.594,1039908345,0
